"Summit"	"Elevation"	"Latitude"	"Longitude"	"EleSrc"	"Prominence"	"Saddle"	"IsolationKm"
"Strážna hora"	360.0	48.2934305	19.3902614	srtm	33	327	0.7
"Turecký vrch"	491.0	48.5140098	20.1201127	srtm	33	458	3.53
"Viničný vrch"	558.0	48.3876937	18.9788799	osm	33	515	0.55
"Borová"	780.0	49.3544425	19.5659234	osm	33	742	0.89
"Kýčerka"	784.0	49.2080227	18.2784667	srtm	33	751	0.74
"Veterný vrch"	284.0	48.3617664	19.7897692	srtm	33	251	5.07
"Veľká skala"	544.0	48.5159209	18.4006229	srtm	33	511	1.03
"Hôrky"	580.0	48.8253178	19.4779606	srtm	33	547	1.07
"Háj"	370.0	48.5183395	18.2278587	srtm	33	337	1.8
"Hriňova hora"	881.0	49.2463298	20.9441289	srtm	33	848	0.52
"Kurišková"	622.1	48.7642565	21.1478422	osm	33	598	1.28
"Karkuláž / Obycz"	788.0	49.434444	21.240278	osm	33	751	0.66
"Stráž"	455.0	48.7511548	19.1521215	osm	33	403	1.02
"Báňova"	1078.0	48.7119693	19.8112732	osm	33	1047	1.41
"Špik"	1108.0	46.3872734	15.1865257	osm	33	1063	0.65
"Veselk"	1215.0	46.452794	14.8633015	osm	33	1162	1.09
"Črni vrh"	1335.0	46.4924489	14.9767339	osm	33	1298	0.49
"Baba"	772.0	46.2561764	13.5703015	osm	33	727	0.32
"Vitranc"	1637.0	46.4732582	13.7497986	osm	33	1581	0.79
"Strmi Strug / Cima Strugova"	2265.0	46.4438686	13.6937345	osm	33	2208	0.42
"Lajnar"	1549.0	46.2300277	14.0064117	osm	33	1483	0.58
"Široka peč"	2477.0	46.4438381	13.8417104	osm	33	2351	0.27
"Špehovše"	1355.0	46.1657907	14.095233	osm	33	1318	0.58
"Veliki Njivč"	915.0	46.1546595	14.0227732	osm	33	863	0.53
"Snežnik"	869.0	46.0797494	15.1245357	osm	33	822	0.58
"Bukovica"	723.0	46.1175468	14.36465	osm	33	664	0.86
"Škrbina"	1142.0	46.3129508	14.491462	osm	33	1099	0.45
"Gradišče"	526.0	46.2643996	14.5984087	osm	33	483	0.66
"Sleme"	800.0	46.0453106	13.6901599	osm	33	759	2.06
"Zaškol"	775.0	46.0612236	13.6841749	osm	33	739	0.37
"Smolnik"	733.0	46.2109995	14.8703438	osm	33	681	0.56
"Brinovec"	666.0	46.0383557	14.2789537	osm	33	617	0.43
"Špilj"	682.0	46.0699806	14.1831573	osm	33	639	0.42
"Gradišče"	784.0	46.040517	15.015741	osm	33	752	1.84
"Čadejev hrib"	828.0	46.0337225	15.0772542	osm	33	789	0.75
"Kočevarjev hrib"	580.0	46.0544995	15.1518705	osm	33	540	0.49
"Dovjež"	765.0	46.2562483	14.2444993	osm	33	722	0.45
"Ruševa glava"	1776.0	46.2995152	13.6378764	osm	33	1745	0.23
"Bezjak"	1114.0	46.509738	15.3446972	osm	33	1088	0.56
"Rečnikov vrh"	482.0	46.5506431	15.3911133	osm	33	445	0.39
"Mršenkov vrh"	750.0	46.5720623	15.1939867	osm	33	708	0.74
"Brezniški hrib"	782.0	46.0450788	14.0885901	osm	33	739	0.43
"Vimperk"	442.0	46.298283	15.0620647	osm	33	411	0.56
"Divjakov vrh"	536.0	46.4159223	15.0746019	osm	33	474	0.42
"Pogorevški vrh"	734.0	46.4376722	15.1300593	osm	33	708	0.53
"Merišček"	715.0	46.1476043	13.8004703	osm	33	683	0.53
"Ognjena glava"	654.0	46.1269184	13.8188167	osm	33	613	0.46
"Lesce"	655.0	46.1653177	14.842759	osm	33	623	0.37
"Medvedov hrib"	1024.0	46.4036913	14.0245337	osm	33	967	0.46
"Vršič"	891.0	46.0038718	13.9062739	osm	33	854	0.39
"Jamškov vrh"	811.0	46.2047736	15.0463152	osm	33	767	0.37
"Medvedjek"	484.0	46.2171298	15.206533	osm	33	431	0.64
"Vrtačka"	618.0	46.1688751	15.3503506	osm	33	572	0.65
"Straže"	538.0	46.1248526	15.3841352	osm	33	511	0.9
"Strmec"	394.0	46.3219432	15.2713128	osm	33	354	0.67
"Kofin"	508.0	46.1508513	15.4553345	osm	33	468	0.81
"Kamenščak"	272.0	46.51346	16.191484	osm	33	235	1.96
"Rojsov breg"	313.0	46.3555901	15.9696007	osm	33	271	0.5
"Kupčinšek"	440.0	46.2914227	15.7473597	osm	33	391	0.65
"Prodjek"	330.0	46.3116535	15.6189492	osm	33	297	1.11
"Kalski breg"	945.0	46.1060004	13.7685963	osm	33	904	0.28
"Trtjakov vrh"	794.0	46.461319	15.180681	osm	33	765	0.46
"Hudi hrib"	690.0	46.0409302	14.2404457	osm	33	686	0.74
"Hintere Goinger Halt"	2192.0	47.5687712	12.3239622	osm	32	2132	0.38
"Vorderer Schanzenberg"	1019.0	48.576188	14.6915795	srtm	32	987	1.64
"Fuchskogel"	2214.0	47.0456197	14.5797795	osm	32	2170	1.16
"Schöffelstein"	425.0	48.1981898	16.1754254	osm	32	393	0.57
"Östliche Mitterspitze"	2171.0	47.4743861	12.7552397	osm	32	2095	0.16
"Östlicher Fineilkopf"	3415.0	46.7743966	10.8228991	osm	32	3372	0.39
"Hochstein"	925.0	47.1579624	15.2670234	osm	32	895	0.57
"Hochkarkopf"	2772.0	47.1143221	10.3137375	osm	32	2717	0.42
"Hochhäusl"	2026.0	47.5440534	14.6677371	osm	32	1960	0.28
"Kreuzkogel"	2109.0	47.3758296	14.2409872	osm	32	2064	0.56
"Rabenköpfl"	2240.0	47.345602	13.7639056	osm	32	2170	0.39
"Stierkarkopf"	2331.0	47.3326773	13.8489394	osm	32	2263	0.57
"Tattermann"	2089.0	47.3612461	14.0432454	osm	32	2040	0.36
"Dürrleiten"	662.0	48.4500823	15.3957342	osm	32	629	1.59
"Guggenberg"	697.0	48.1065754	13.4914914	osm	32	680	1.49
"Hauenstein"	650.0	47.1250366	15.488363	osm	32	624	0.57
"Zunterkopf"	2028.0	47.2738076	10.8609996	osm	32	1985	0.39
"Wannenkopf"	2006.0	47.313175	9.900372	osm	32	1955	0.57
"Portlakopf"	1905.0	47.28083	9.843668	osm	32	1854	0.56
"Kojenstein"	1300.0	47.491867	9.9706054	osm	32	1268	0.89
"Unterer Plattelkopf"	2106.0	47.6023921	12.7970507	osm	32	2064	0.42
"Petersenspitze"	3472.0	46.8888019	10.8397175	osm	32	3431	0.58
"Kleiner Ramolkogel"	3349.0	46.8405745	10.9633716	osm	32	3284	0.37
"Zwölferkopf"	2310.0	47.2359741	10.3268693	osm	32	2263	0.59
"Hahnleskopf"	2332.0	47.2819253	10.6923707	osm	32	2272	0.16
"Hochberg"	1069.0	47.5425853	9.8031382	osm	32	1028	2.57
"Talelespitze"	2104.0	47.4395331	11.4686729	osm	32	2025	0.31
"Steinschartenkopf"	2615.0	47.284615	10.2802909	osm	32	2544	0.42
"Zur Aussicht"	1032.0	47.8579931	13.3852044	osm	32	993	0.67
"Guglzipf"	474.0	47.9385915	16.1122502	osm	32	445	1.26
"Tanntalkopf (W)"	2224.0	47.4990383	13.0795421	osm	32	2173	0.27
"Annaruhe"	2508.0	46.8304667	13.1879114	osm	32	2455	0.38
"Vitusberg"	414.0	48.6355125	15.8350627	osm	32	382	3.58
"Aleitenspitze"	2449.0	47.3111525	12.1170367	osm	32	2399	0.42
"Rabenkofel"	2059.0	46.862311	13.6387805	osm	32	2014	0.64
"Mittereck"	788.0	47.7661837	15.9923026	osm	32	758	0.52
"Karretschrofen"	2034.0	47.5187338	10.630915	osm	32	1967	0.5
"Eich"	806.0	47.9176972	15.9473513	osm	32	761	0.68
"Kloben"	1697.0	47.7289994	15.7393928	osm	32	1657	0.48
"Mäuerle"	1224.0	47.4619175	10.748387	osm	32	1182	0.37
"Waideck"	1364.0	47.7466246	13.8098573	osm	32	1314	0.53
"Kaltenberg"	735.0	47.8184798	15.9617303	osm	32	711	0.39
"Größenberg"	895.0	47.8623488	16.0179435	osm	32	844	0.68
"Kreuzbergl"	588.0	46.6317158	14.2766458	osm	32	556	0.69
"Schwarzenstein"	1953.0	47.49637	14.8575656	osm	32	1864	0.46
"Spartastein"	521.0	47.999651	16.02875	osm	32	498	0.56
"Oberried"	896.0	47.985257	15.778404	osm	32	840	0.66
"Falkenmauer"	674.0	48.2907627	14.9829018	srtm	32	642	0.65
"Großer Schober"	1815.0	47.6432882	15.0736988	osm	32	1739	0.21
"Wasserkarkogel"	2221.0	47.5079422	13.5067912	osm	32	2161	0.2
"Hochalm"	956.0	47.8741824	13.3854885	osm	32	925	1.09
"Widhag"	907.0	47.8958953	13.6354596	osm	32	862	0.65
"Hochbichel"	1770.0	47.2180786	12.9670238	osm	32	1727	0.69
"Östliche Plattnitzerjochspitze"	2313.0	47.1534722	10.0635993	osm	32	2257	0.39
"Kögerl"	1258.0	47.567716	11.9901673	osm	32	1215	0.37
"Sonnwendkogel"	2289.0	47.2900045	12.1691091	osm	32	2237	0.57
"Mooseckhöhe"	2129.0	47.2344313	13.0533998	osm	32	2085	0.61
"Gamsbodenspitze"	2296.0	47.151966	10.0332804	osm	32	2227	0.34
"Kohlschwarzkogel"	930.0	47.1334055	15.1162424	osm	32	903	0.58
"Gaisberg"	390.0	48.0515374	15.1111034	osm	32	351	0.87
"Steinkopf"	1010.0	47.8421058	14.7932648	osm	32	966	0.5
"Augstwiesruggn"	1642.0	47.677657	13.8393375	osm	32	1599	0.63
"Rettinger"	2640.0	47.2232738	12.6769833	osm	32	2580	0.53
"Grubenkarkopf"	3001.0	47.0663583	13.2467047	osm	32	2951	0.57
"Wolfsgeistberg"	489.0	47.9794044	16.0988534	osm	32	469	1.12
"Kaserkofel"	1906.0	46.7618425	12.6647324	osm	32	1859	0.19
"Trogesschneide"	2753.0	46.8636148	12.400995	srtm	32	2721	0.39
"Legerle"	2527.0	46.9623486	12.4459632	osm	32	2480	0.39
"Putzenkarschneid"	3129.0	47.0739497	11.0630731	osm	32	3042	0.37
"Gosachkofel"	2536.0	46.9569914	12.3898066	osm	32	2483	0.31
"Starnkogel"	817.0	47.7305786	13.6372358	srtm	32	785	0.3
"Angerlkogel"	1774.0	46.9758232	14.6408907	osm	32	1740	1.24
"Wilder Hag"	1639.0	47.4597307	12.421784	osm	32	1593	0.77
"Kleine Tagweid"	1645.0	47.5038389	12.6526066	osm	32	1602	0.36
"Kleiner Gebra (Ranggen)"	1910.0	47.4138266	12.4859235	osm	32	1843	0.2
"Bettelweibberg"	945.0	48.4010121	14.9808223	srtm	32	913	0.75
"Mittlerer Burgstall"	2933.0	47.1016314	12.7095153	osm	32	2893	0.52
"Tiefentalkögerl"	1603.0	47.3658362	13.3007604	osm	32	1565	0.51
"Lindenstock"	501.0	48.7100401	15.6629406	osm	32	480	0.72
"Krippelberg"	349.0	47.7265621	16.4978016	osm	32	317	2.01
"Sulzriegel"	1189.0	47.7604746	15.5028359	osm	32	1147	0.86
"Röthspitze"	2413.0	47.1410933	13.4263817	osm	32	2365	0.49
"Pründelkopf"	1877.0	47.4055631	12.6749323	osm	32	1832	0.78
"Visnitzkopf"	2745.0	46.9907064	10.3721371	osm	32	2687	0.51
"Schönleitner-Höhe"	699.0	47.9582114	14.4200256	osm	32	648	0.47
"Hennerkogel"	1533.0	47.3488547	14.8954221	osm	32	1488	2.27
"Hahnstein"	1697.0	47.5479813	14.4879003	osm	32	1642	0.51
"Gleinberg"	897.0	47.2310017	14.8895819	osm	32	870	0.92
"Dürnberg"	844.0	48.506299	14.9776876	srtm-fixed	32	812	0.8
"Dachskofel"	2272.0	46.784229	13.0528487	osm	32	2225	0.2
"Schneebichl"	1470.0	47.5935834	12.357349	osm	32	1428	0.25
"Schliererspitze"	2687.0	47.0956318	11.8641269	osm	32	2625	0.53
"Rothörndln"	2406.0	47.4746845	12.7158448	osm	32	2342	0.34
"Lämmereck"	1737.0	47.5103787	13.8253568	osm	32	1706	0.53
"Stubenberg"	2143.0	47.2959637	14.3097658	osm	32	2107	0.48
"Bruckberg"	914.0	48.372961	14.9949872	osm	32	893	0.97
"Zöbingberg"	468.0	47.0245798	15.7251682	osm	32	429	2.69
"Kleiner Frauenkogel / Koprivnjak"	1754.0	46.4920282	14.0073625	osm	32	1706	0.58
"Leopoldshörnle"	2136.0	47.280564	10.139017	osm	32	2080	0.26
"Kögerl"	535.0	47.1880461	15.5849654	osm	32	500	0.31
"Sonnenbichel"	650.0	47.2694261	11.4780278	osm	32	606	0.42
"Kalteck"	1978.0	47.3760987	13.8657277	osm	32	1937	0.48
"Liebsberg"	767.0	47.3793403	15.3155315	osm	32	729	0.74
"Hörmannkogel"	1063.0	46.9876814	15.0393337	osm	32	1033	1.47
"Großer Pfandlstein"	2060.0	47.531906	15.0095907	osm	32	2008	0.33
"Fuchsberg"	365.0	47.0230299	16.2956518	osm	32	339	1.09
"Romavský les"	648.4	48.958712	15.173096	osm	32	628	1.42
"Kleiner Anzingerberg"	380.0	48.327522	15.622676	osm	32	343	0.41
"Rabenkopf"	408.0	47.6187966	16.5040805	osm	32	377	0.74
"Stadlerberg"	607.0	48.5538045	15.4946551	osm	32	570	0.84
"Kuhhörndl"	1047.0	47.6662111	15.5559862	osm	32	1003	0.47
"Zechnerriedel"	1295.0	47.2465593	14.6250343	osm	32	1260	0.47
"Ödstein"	826.0	47.5385103	14.2185134	osm	32	779	0.45
"Schoberkogel"	1079.0	47.0213151	14.7533512	osm	32	1049	0.61
"Schillerhöhe"	924.0	47.3638401	15.0521037	osm	32	885	0.73
"Brand"	1013.0	47.4089729	13.5663181	osm	32	976	0.42
"Narrenfelsen"	1490.0	46.7088613	15.0488355	osm	32	1461	1.28
"Ringkarwand"	2041.0	47.6275485	15.1965487	osm	32	1960	0.62
"Hoher Mitterberg"	1230.0	47.7437046	13.6148742	osm	32	1173	0.57
"Schottwiegenhöhe"	2523.0	47.2839427	13.7886424	osm	32	2462	0.28
"Höllerberg"	658.0	48.389666	15.3304	osm	32	621	0.92
"Burgstallberg"	359.0	47.4805235	16.4694607	osm	32	331	1.71
"Hinterberg"	694.0	47.9007648	15.6419563	osm	32	648	0.31
"Scheibling"	632.0	48.8519702	15.3545308	osm	32	599	0.93
"Gschirrwand"	1553.0	47.6051149	13.247119	osm	32	1499	0.59
"Ochsenkopf"	1961.0	46.8774442	11.0324509	osm	32	1920	0.32
"Kristallspitzl"	3006.0	47.055908	12.6537221	osm	32	2938	0.28
"Moralpenkogel"	1078.0	47.8941014	14.3774736	osm	32	1028	0.65
"Hochkogel"	1190.0	46.8454811	14.0676876	osm	32	1163	0.95
"Obel kamen - Uschowa"	1883.0	46.4510938	14.6710134	osm	32	1835	0.27
"Schwarzlochkopf"	2739.0	47.1758349	10.4349572	osm	32	2663	0.29
"Pacherberg"	544.0	48.059754	15.7414984	osm	32	515	0.46
"Nördlicher Maienkopf"	1905.0	47.123491	10.2202195	osm	32	1860	0.42
"Schäfköpf"	1803.0	47.338532	10.054345	osm	32	1766	0.53
"Komáří hůrka"	809.0	50.7066166	13.8564498	osm	32	770	1.93
"Frenzelsberg"	474.0	50.9316575	14.5692616	osm	32	433	0.88
"U osla"	708.8	49.7009484	16.0453759	osm	32	689	1.54
"Chrást"	279.5	50.36599	15.4478559	osm	32	256	1.59
"Okrouhlík"	646.0	48.8775289	14.1679844	osm	32	611	0.56
"Přední Planina"	1197.5	50.7062111	15.6209268	osm	32	1168	1.21
"Kuřimská hora"	435.0	49.2918385	16.5321979	osm	32	402	1.05
"Preislerův kopec"	1035.0	50.7132978	15.5148318	osm	32	1001	0.8
"Čertův vrch"	1245.0	49.0023628	13.5343739	osm	32	1207	1.7
"Žďárecká hora"	1065.0	48.9238612	13.6513017	osm	32	1041	1.38
"Klepáč / Trójmorski Wierch"	1143.6	50.1569811	16.790525	osm	32	1105	1.1
"Kykula"	920.0	49.2639771	18.422095	osm	32	881	0.46
"Kuchyňka"	636.0	49.7865819	14.0758343	osm	32	606	1.68
"Bušová"	675.0	49.5222107	14.858053	srtm	32	643	0.96
"Vlastec"	612.0	49.9328814	13.8034049	osm	32	572	1.75
"Spálený kopec"	766.0	49.7266247	16.1062173	osm	32	748	1.95
"Jestřábí vrch"	961.0	50.0477273	17.1556674	osm	32	925	0.41
"Noříčí hora"	1047.0	49.5077397	18.2708699	osm	32	1012	1.17
"Vrchovina"	456.0	49.5612197	18.2264576	osm	32	414	1.73
"Jedle"	544.0	49.5664382	18.0616289	osm	32	513	1.47
"Bayerischer Plöckenstein"	1362.0	48.7720365	13.8269626	osm	32	1330	1.35
"Granicznik"	875.0	50.8172222	15.3766667	osm	32	836	0.69
"Kozí hřbet"	437.0	50.6833798	14.8308138	osm	32	400	0.4
"Kometa"	593.0	49.2074167	14.3151333	osm	32	568	1.84
"Frňovské"	960.0	49.3025498	18.2716825	osm	32	934	1.16
"Kraví hora"	435.0	49.1436921	14.2328586	osm	32	410	1.48
"Štít"	652.0	50.3705207	16.9719792	osm	32	617	0.62
"Prosečný"	743.0	50.2416528	17.1132533	osm	32	721	0.6
"Rajská věž"	629.0	50.778083	14.067666	srtm	32	597	2.03
"Bobek/Bobok"	871.0	49.4331769	18.4898511	osm	32	838	0.52
"Kančí vrch"	499.4	50.8104913	14.7298357	osm	32	464	0.5
"Kamenitý"	442.0	50.7883936	14.6256897	osm	32	410	0.66
"Betaň"	651.2	49.1400512	13.8730127	osm	32	616	1.22
"Komolá"	438.0	49.6864857	17.339081	osm	32	423	0.67
"Vysoký kámen"	680.0	48.9585576	14.236569	osm	32	648	0.92
"Městský vrch"	608.0	48.8233332	14.3060543	osm	32	571	0.93
"Kamenný vrch"	893.0	48.9009655	14.0817612	osm	32	869	0.67
"Červený vrch"	480.0	49.2150065	14.3942244	osm	32	453	2.64
"Šibeniční vrch"	666.0	50.2366692	12.5475876	osm	32	648	1.7
"Morava"	365.9	50.3850095	15.7678417	osm	32	345	1.36
"Maliniec"	390.0	50.115012	17.7031328	osm	32	357	1.75
"Doubrava"	470.0	49.8450776	17.8603574	osm	32	458	1.51
"Homolka"	698.0	50.6448616	15.5241564	srtm	32	666	0.94
"Páková hora"	617.1	50.5104261	13.8955452	osm	32	580	0.99
"Soliska"	535.0	49.4880655	18.0958238	osm	32	503	1.03
"Okrouhlá"	797.0	50.1895933	17.3671924	osm	32	765	1.1
"Smrčník"	586.0	50.7787518	14.450036	osm	32	561	2.21
"Hnědý vrch"	1044.1	50.1687239	17.2478967	osm	32	1008	1.21
"Hradiště"	618.8	49.8111403	13.6194279	osm	32	593	0.97
"Junak"	523.8	50.6455352	16.1989015	osm	32	487	0.73
"Slepičkův vrch"	431.0	49.8388395	14.4410967	srtm-fixed	32	399	1.16
"Kladrubská hora"	602.0	49.4299756	14.8540177	osm	32	572	1.02
"Čarták"	953.0	49.3989849	18.3962631	osm	32	922	0.93
"Chvojová hora"	631.0	49.3126889	13.2661316	osm	32	600	0.46
"Karlov"	540.0	49.5951232	13.5878218	osm	32	525	2.3
"Humenec"	736.0	49.3977535	18.1085495	osm	32	715	1.21
"Hluboká"	836.0	49.3815909	18.2467902	osm	32	805	1.23
"Javor"	608.0	49.633898	16.5813213	osm	32	587	0.48
"Smrček"	517.0	49.0371868	15.5321927	osm	32	484	1.62
"Křenovské hradisko"	571.0	49.6737985	16.647385	osm	32	541	1.02
"Snož"	662.0	49.3516483	18.0350614	osm	32	620	0.61
"Tyršův vrch"	250.0	50.056394	14.4539449	osm	32	218	0.48
"Bíreč"	617.0	49.2159725	13.6397539	osm	32	588	0.61
"Třístolec"	589.0	49.6135293	12.8563276	osm	32	560	0.84
"Orlov"	674.0	49.3860967	15.1343293	osm	32	650	1.23
"Valkův Grúň"	668.0	49.3216998	18.1914608	osm	32	637	1.92
"Jelení hora"	656.0	49.3328965	15.3240787	osm	32	637	2.1
"Velký Hájek"	484.0	50.0741106	16.4942581	osm	32	459	2.3
"Horpiálek"	603.0	49.4416481	15.1914345	osm	32	584	1.07
"Hrádek"	536.0	48.9879912	17.7894785	srtm-fixed	32	504	0.92
"Chotice"	544.0	50.5562664	15.3238272	osm	32	510	0.47
"Horní hory"	292.0	48.9821151	17.2775037	osm	32	256	2.92
"Obecni les"	642.0	49.8672019	12.6111674	osm	32	629	1.36
"Bystřický vrch"	618.0	49.5678284	12.6932852	osm	32	589	0.76
"Koroptví vrch"	699.0	50.0408965	17.4249152	osm	32	666	2.34
"Kamenné"	745.0	49.4670102	18.2184348	osm	32	706	0.55
"Kobyla"	434.0	49.6088993	14.2356333	osm	32	401	1.41
"Chlum"	609.0	49.4068156	13.7107667	osm	32	582	0.66
"Králova hora"	602.0	49.9648441	16.792505	osm	32	567	0.6
"Jurů vrch"	679.1	49.0268369	18.0297455	osm	32	648	1.17
"Na kopci"	541.0	49.3198238	15.7365025	osm	32	509	0.85
"Jelínek"	697.0	48.7482774	14.6282847	osm	32	677	0.75
"Kobylí"	502.0	50.1083711	17.6188521	osm	32	471	1.12
"Nad Lysicí"	331.0	50.3384904	15.7396796	osm	32	313	1.1
"Uhlířská"	598.0	49.6653754	16.5852644	osm	32	579	1.08
"Křížový vrch"	704.6	49.046132	15.1436974	osm	32	668	1.44
"Holinka"	541.1	49.3525458	13.2845159	osm	32	512	0.72
"Bouček"	578.0	49.3746647	13.4755351	osm	32	554	0.92
"Kohútka"	914.0	49.2948282	18.2299528	osm	32	874	0.61
"Pamětická hora"	545.0	49.5488187	16.6335609	osm	32	519	0.93
"Młynarka"	539.3	50.8046877	16.1154	osm	32	502	1.33
"Gomoła Jesionowska"	701.6	50.3755556	16.8280556	osm	32	679	1.26
"Małosz"	670.5	50.715596	16.3287138	osm	32	638	0.6
"Kamiennik"	201.3	50.8823469	16.817354	osm	32	164	2.29
"Młyńska Góra"	419.0	50.9216667	15.6052778	osm	32	385	0.76
"Tanecznica"	548.5	50.1872222	16.6461111	osm	32	513	1.45
"Polana"	405.5	50.3944574	16.589936	osm	32	383	3.1
"Wzgórze Czarnoleskie"	319.0	50.286318	18.8555972	osm	32	290	7.63
"Sylwia"	287.0	50.7693772	19.0579515	osm	32	261	4.46
"Kotarnica"	1160.0	49.5768204	19.2678348	osm	32	1127	0.78
"Winna Góra"	349.0	50.4161094	18.9408647	osm	32	319	2.22
"Cypel"	761.0	49.5514157	19.0082401	osm	32	724	1.4
"Komarnik"	558.0	49.6577605	19.2613111	osm	32	523	0.73
"Juszczynka"	867.0	49.5992376	19.2260727	osm	32	862	0.97
"Beskid / Beskyd"	2012.0	49.2282368	19.9879231	osm	32	1952	0.78
"Škapová"	1232.0	49.1384307	20.6636864	osm	32	1201	0.78
"Tisová"	733.0	49.2344784	18.376653	osm	32	708	0.65
"Čekošov"	844.0	49.2576472	21.0713896	srtm	32	812	1.42
"Volhovisko"	587.0	48.2940831	17.1396206	osm	32	562	0.93
"Žiare"	1044.8	48.8182153	19.1513785	osm	32	994	0.37
"Hôrka"	599.0	48.8446095	22.2864134	osm	32	550	0.59
"Malinná"	528.0	48.8989212	22.0464479	osm	32	519	0.78
"Javorie"	729.0	48.8030698	18.0436861	osm	32	709	0.67
"Uherčíková"	1066.0	48.7906786	20.5719987	osm	32	1039	0.74
"Hrabovník"	448.0	49.0979449	18.2462127	osm	32	418	0.63
"Hrebienok"	759.0	49.1982482	18.2723792	osm	32	715	0.52
"Hlboč"	706.0	49.3095352	18.6000314	osm	32	671	0.46
"Dlhý grúň"	1061.0	48.672859	19.6606445	osm	32	1023	1.65
"Ostrý vrch"	730.0	48.74404	20.0728022	osm	32	695	0.73
"Gavart"	624.0	48.936092	20.8975299	osm	32	584	0.52
"Kováčová"	452.0	48.3186568	18.8189108	osm	32	412	1.02
"Hricová"	364.0	49.1132226	21.9152562	osm	32	345	0.52
"Pohorelica"	412.0	49.073362	21.835178	osm	32	380	0.66
"Dachov diel"	933.0	48.7015743	20.170557	osm	32	903	0.97
"Lovisko"	808.0	49.112458	19.3120811	osm	32	771	0.46
"Kráľov"	877.0	49.1417846	19.4279903	osm	32	839	0.52
"Kurence"	1285.0	49.0168124	19.5992518	osm	32	1221	0.74
"Predný Rokoš"	812.0	48.7802321	18.4567235	osm	32	766	0.52
"Stráže"	496.0	48.6853345	18.4359695	osm	32	461	0.96
"Vystavená"	619.0	48.5367125	18.9903994	osm	32	597	0.94
"Grebáčovka"	933.0	49.4546929	19.4205826	osm	32	905	0.98
"Drvište"	615.0	48.5235502	19.2550743	osm	32	583	0.64
"Sliačska Magura"	1116.0	49.0152871	19.3865018	osm	32	1087	0.82
"Šuškov vrch"	361.0	48.3150267	19.5036896	osm	32	322	0.56
"Marcilaz"	378.0	49.0554	21.3709557	osm	32	335	1.32
"Uhlisko"	1228.0	48.9989052	19.5271634	osm	32	1177	0.74
"Dolná Klapa"	657.0	48.6429381	18.8705963	osm	32	610	0.56
"Zacharka"	906.0	49.1283141	19.2343872	srtm	32	874	0.36
"Slnečný vrch"	678.0	49.268104	20.5280788	osm	32	641	0.91
"Senderov"	310.0	48.8018879	21.9867957	osm	32	261	0.41
"Kochman"	501.0	49.2246354	21.5867711	osm	32	475	1.27
"Panská Kýčera"	433.0	49.2866514	21.9097578	osm	32	398	0.71
"Tarište"	462.0	48.3996361	18.15285	osm	32	429	0.99
"Hazuchov vrch"	513.0	48.5123786	19.4283274	osm	32	476	0.83
"Turíčka"	556.0	48.7229163	19.1619239	osm	32	535	0.56
"Črep"	414.0	48.2572172	19.9823361	osm	32	372	0.56
"Čierny vrch"	591.0	48.7949433	18.0232843	osm	32	558	0.69
"Žliabok"	1421.0	48.8906162	19.8235263	srtm	32	1389	0.48
"Baňa"	1859.0	48.9425022	19.6410039	osm	32	1804	0.41
"Mládky"	1945.0	49.1582984	19.7568536	osm	32	1905	0.5
"Kremenná"	1272.0	49.269653	19.7061319	osm	32	1215	0.32
"Gajka"	853.1	49.513537	19.5475203	osm	32	822	0.98
"Táboriská"	382.0	49.0483806	21.6297878	osm	32	356	0.72
"Holý vŕšok"	277.0	48.1694575	19.3818618	srtm	32	245	1.13
"Baba"	311.0	48.1793452	18.9243464	srtm	32	279	1.8
"Stráže"	561.0	49.025557	18.9869337	osm	32	519	0.73
"Suchý hrádok"	1184.0	49.137878	19.8422481	srtm	32	1152	0.56
"Hrachoviská"	578.0	48.5191514	19.7234311	srtm	32	546	0.56
"Žobrácky vrch"	239.0	48.2242804	18.6651292	srtm	32	207	1.0
"Ježovec"	677.0	48.7521159	20.3424488	osm	32	641	0.55
"Grúň"	718.0	49.3600206	19.0263724	srtm	32	686	0.41
"Diel"	590.0	48.3657365	19.47671	srtm	32	558	1.28
"Bystrá"	779.0	48.9054079	21.0532845	srtm	32	747	1.31
"Kýčera"	433.0	49.0013567	22.3928025	osm	32	392	0.52
"Kozí laz"	696.0	48.3782475	19.2381799	srtm	32	664	0.92
"Drieňovec"	485.0	48.8062489	18.2644743	srtm	32	453	0.56
"Strieborná"	606.0	48.4287558	18.9035366	srtm	32	574	1.05
"Vrch"	522.0	49.4035374	21.6019254	srtm	32	490	1.45
"Dúbrava"	346.0	49.1530018	21.5076016	srtm	32	314	0.96
"Čiernica"	261.0	48.1221419	18.9751962	srtm	32	229	1.15
"Skalka"	515.0	48.6904921	20.1311983	srtm	32	483	0.7
"Okrúhlica"	424.0	48.2887485	19.8709128	srtm	32	392	0.77
"Ostrá hora"	351.0	48.8333027	17.8769423	srtm	32	319	0.77
"Kochuľa"	645.0	48.7922695	19.1157334	osm	32	605	0.38
"Bačova Hora"	542.0	49.1948604	18.5730294	osm	32	516	0.71
"Boričky"	293.0	48.558148	17.5887938	osm	32	276	0.89
"Potoški vrh"	1390.0	46.4668763	14.7212726	osm	32	1337	0.68
"Rž"	2538.0	46.3816553	13.8591456	osm	32	2455	0.6
"Tičnica"	353.0	46.1422468	14.6176627	osm	32	321	0.65
